"","GEOID","insur_rate","medn_incm","educ_rate","PoC","EJStress","BrwnFl_500","BrwnFl_250","BrwnFl_1k"
"281","340030092001",0.988428158148505,0.814280742877028,0.691318327974277,0.244937319189971,0.64,0,0,0
"282","340030092002",0.963311382878645,0.661997352010592,0.618798955613577,0.438381937911571,0.68,0,0,0
"283","340030092003",0.99597423510467,0.918044327822689,0.77896138482024,0.29951690821256,0.52,0,0,0
"284","340030101001",0.874390243902439,0.648033407866369,0.581521739130435,0.537804878048781,0.68,0,0,0
"285","340030101002",0.95542472666106,0.373414506341975,0.517119244391972,0.550883095037847,0.72,0,0,0
"286","340030101003",0.974271012006861,0.698821204715181,0.65947242206235,0.502572898799314,0.72,0,0,0
"287","340030101004",0.980340760157274,0.603457586169655,0.54635761589404,0.269986893840105,0.64,0,0,0
"288","340030101005",0.832386363636364,0.253514985940056,0.405850091407678,0.275568181818182,0.6,0,0,0
"289","340030101006",1,0.463886144455422,0.385435168738899,0.424307036247335,0.52,0,0,0
"290","340030101007",0.975388601036269,0.406026375894496,0.507826086956522,0.44300518134715,0.68,0,0,0
"291","340030102001",0.986868686868687,0.641537433850265,0.326291079812207,0.532323232323232,0.72,0,0,0
"292","340030102002",0.909530386740331,0.483434066263735,0.367321867321867,0.627762430939227,0.76,0,0,0
"293","340030102003",0.942857142857143,NA,0.500797448165869,0.593406593406593,0.64,0,0,0
"294","340030102004",0.951060358890702,0.51315394738421,0.385922330097087,0.564437194127243,0.64,0,0,0
"295","340030102005",0.834328358208955,0.295354818580726,0.232172470978441,0.294029850746269,0.72,0,0,0
"296","340030103001",0.889267461669506,0.46499814000744,0.168396770472895,0.718909710391823,0.8,0,0,0
"297","340030103002",0.865853658536585,NA,0.482673267326733,0.689024390243902,0.76,0,0,0
"298","340030103003",1,0.597141611433554,0.461309523809524,0.333333333333333,0.64,0,0,0
"299","340030103004",0.975661375661376,0.373598505605978,0.410635155096012,0.237037037037037,0.6,0,0,0
"300","340030103005",0.929411764705882,0.763432946268215,0.505952380952381,0.562352941176471,0.6,0,0,0
"301","340030103006",1,0.395930416278335,0.515384615384615,0.25615763546798,0.64,0,0,0
"302","340030103007",0.925821596244131,0.457610169559322,0.564335664335664,0.373708920187793,0.76,0,0,0
"303","340030111001",0.890179514255544,0.523017907928368,0.490076335877863,0.616684266103485,0.72,0,0,0
"304","340030111002",0.947727272727273,0.552945788216847,0.571245186136072,0.446969696969697,0.72,0,0,0
"305","340030111003",0.966167859466493,0.245667017331931,0.396207584830339,0.709824333116461,0.72,0,0,0
"306","340030111004",0.809284116331096,0.444282222871109,0.397406559877956,0.697086311159978,0.84,0,0,0
"307","340030112001",0.950054288816504,0.183571265714937,0.169540229885057,0.781758957654723,0.72,0,0,0
"308","340030112002",0.93214019388516,0.581069675721297,0.386836027713626,0.49813571961223,0.8,0,0,1
"309","340030112003",0.803867403314917,0.295678817284731,0.281036834924966,0.326887661141805,0.8,0,0,1
"310","340030112004",0.886706948640483,0.260414958340167,0.170045045045045,0.432779456193353,0.76,0,0,1
"311","340030113001",0.74724342663274,0.462918148327407,0.445218492716909,0.618744698897371,0.84,0,0,1
"312","340030113002",0.973175965665236,0.243887024451902,0.215625,0.265021459227468,0.8,0,0,0
"313","340030113003",0.947089947089947,0.497342010631957,0.208333333333333,0.402116402116402,0.8,0,0,0
"314","340030113004",0.944223107569721,0.335586657653369,0.339055793991416,0.374501992031873,0.84,0,0,0
"315","340030114001",0.962903225806452,0.303274786900852,0.185185185185185,0.175806451612903,0.68,0,0,0
"316","340030114002",0.921409214092141,0.32751868992524,0.240641711229947,0.379858657243816,0.72,0,0,0
"317","340030114003",0.983155530600786,0.303250786996852,0.238552437223043,0.434025828186412,0.84,0,0,0
"318","340030114004",0.96045197740113,0.507705969176123,0.32018927444795,0.375141242937853,0.84,0,0,0
"319","340030114005",0.933458294283037,0.403610385558458,0.288488210818308,0.703842549203374,0.8,0,0,0
"320","340030120011",0.770135214579659,0.377250490998036,0.294363256784969,0.609053497942387,0.76,0,0,0
"321","340030120012",1,0.280526877892488,0.31638418079096,0.124694376528117,0.76,0,0,0
"322","340030120013",0.949612403100775,0.285910856356575,0.391276041666667,0.516472868217054,0.84,0,0,0
"323","340030120014",0.937193326790972,0.372674509301963,0.482575310100413,0.536800785083415,0.72,0,0,0
"324","340030120021",0.954183266932271,0.289190843236627,0.490729295426452,0.432270916334661,0.84,0,0,1
"325","340030120022",0.912234042553192,0.585497658009368,0.433534743202417,0.200797872340426,0.72,0,0,0
"326","340030120023",0.960526315789474,0.42749829000684,0.509775524981897,0.577972709551657,0.8,0,0,0
"327","340030130021",0.969879518072289,0.658025367898528,0.648648648648649,0.55421686746988,0.72,0,0,0
"328","340030130022",0.947403910991234,0.396306414774341,0.80639431616341,0.66149696561025,0.76,0,0,0
"329","340030130023",0.724009900990099,0.161147355410578,0.231660231660232,0.891089108910891,0.72,0,0,0
"330","340030130024",0.97907444668008,0.694665221339115,0.780651340996169,0.496579476861167,0.72,0,0,0
"331","340030130031",0.950154162384378,0.665849336602654,0.782740808264965,0.692702980472765,0.8,0,0,0
"332","340030130041",0.967585089141005,NA,0.803720930232558,0.880064829821718,0.8,0,0,0
"333","340030130042",0.97687535250987,0.479734081063676,0.751503006012024,0.529046813310773,0.76,0,0,0
"334","340030130043",0.891406987724268,0.66186135255459,0.758454106280193,0.604343720491029,0.72,0,0,0
"335","340030140001",0.997572815533981,0.740261038955844,0.344642857142857,0.402912621359223,0.72,0,0,0
"336","340030140002",0.975503062117235,0.55499778000888,0.586247086247086,0.386477462437396,0.6,0,0,0
"337","340030140003",1,0.350882596469614,0.344357976653696,0.0880597014925373,0.8,0,0,0
"338","340030140004",0.970756062767475,0.564053743785025,0.454870420017873,0.276325088339223,0.6,0,0,0
"339","340030140005",1,0.761980952076192,0.644041041831097,0.158069883527454,0.56,0,0,0
"340","340030140006",0.912590216519647,0.53499786000856,0.429282868525896,0.0525164113785558,0.76,0,0,0
"341","340030151001",0.967652495378928,NA,0.745985401459854,0.234750462107209,0.6,0,0,0
"342","340030151002",1,0.989496042015832,0.936651583710407,0.205246913580247,0.44,0,0,0
"343","340030151003",0.952601156069364,0.517305930776277,0.546310832025118,0.322543352601156,0.6,0,0,0
"344","340030152001",1,NA,0.166666666666667,0.964651162790698,0.72,0,0,0
"345","340030152002",0.919914953933381,0.819128723485106,0.702605570530099,0.729978738483345,0.64,0,0,0
"346","340030152003",0.610894941634241,NA,0.378823529411765,0.754863813229572,0.68,0,0,0
"347","340030152004",0.868194842406877,NA,0.366711772665765,0.845588235294118,0.56,0,0,0
"348","340030152005",1,0.325214699141203,0.518358531317495,0.906854130052724,0.56,0,0,0
"349","340030152006",0.742838956078931,NA,0.223790322580645,0.860598345003183,0.68,0,0,0
"350","340030153001",0.940100882723834,0.585261658953364,0.216322517207473,1,0.72,0,0,0
"351","340030153002",0.886459802538787,0.212691149235403,0.147153598281418,0.979548660084626,0.64,0,0,0
"352","340030153003",0.897843359818388,0.357646569413722,0.303977272727273,0.947786606129398,0.6,0,0,0
"353","340030153004",0.9453125,0.143827424690301,0.238505747126437,0.975446428571429,0.64,0,0,0
"354","340030154011",0.912820512820513,NA,0.106237816764133,0.851282051282051,0.8,0,0,0
"355","340030154012",0.704440333024977,0.257186971252115,0.459352280237938,0.783533765032377,0.8,0,0,0
"356","340030154013",0.833199679230152,0.46125015499938,0.0676437429537768,0.540497193263833,0.72,0,0,0
"357","340030154021",0.964333481943825,0.327546689813241,0.544109277177006,0.727151136870263,0.64,0,0,0
"358","340030154022",0.726587728740581,NA,0.436363636363636,0.731969860064586,0.8,0,0,0
"359","340030155001",1,0.67940128239487,0.680645161290323,0.587778855480116,0.56,0,0,0
"360","340030155002",0.815592903828198,NA,0.480295566502463,0.788982259570495,0.56,0,0,0
"361","340030155003",1,NA,0.898550724637681,0.149152542372881,0.48,0,0,0
"362","340030155004",0.987464387464387,0.762724949100204,0.704807692307692,0.0788313120176406,0.64,0,0,0
"363","340030155005",0.971947194719472,0.305446778212887,0.62582056892779,0.495049504950495,0.72,0,0,0
"364","340030155006",1,0.451150195399218,0.792682926829268,0.783898305084746,0.68,0,0,0
"365","340030160001",0.978222996515679,1,0.705665024630542,0.461672473867596,0.36,0,0,0
"366","340030160002",0.981707317073171,1,0.795608108108108,0.79390243902439,0.52,0,0,0
"367","340030160003",0.938009787928222,0.881536473854105,0.756637168141593,0.722675367047308,0.56,0,0,0
"368","340030160004",0.937866354044549,0.446182215271139,0.714285714285714,0.716295427901524,0.6,0,0,0
"369","340030160005",0.936390532544379,NA,0.737357259380098,0.636094674556213,0.52,0,0,0
"370","340030160006",0.961196443007276,0.682365270538918,0.816705336426914,0.397736459175424,0.52,0,0,0
"371","340030171011",0.858313817330211,0.864540541837833,0.809869375907112,0.457845433255269,0.68,0,0,0
"372","340030171012",1,1,0.758503401360544,0,0.6,0,0,0
"373","340030171013",0.945845697329377,0.835880656477374,0.686104218362283,0.270029673590504,0.72,0,0,0
"374","340030171014",1,0.385414458342167,0.71889400921659,0.22372528616025,0.6,0,0,0
"375","340030171015",1,0.499674001303995,0.660660660660661,0.276780544296468,0.68,0,0,0
"376","340030171021",0.852189781021898,0.567725729097084,0.830769230769231,0.0666058394160584,0.56,0,0,0
"377","340030171022",0.976324689966178,0.377446490214039,0.734550561797753,0.250281848928974,0.6,0,0,0
"378","340030172001",0.962354188759279,0.398498406006376,0.536690647482014,0.343584305408271,0.76,0,0,0
"379","340030172002",1,0.653885384458462,0.461764705882353,0.161731207289294,0.8,0,0,0
"380","340030172003",0.97007874015748,0.52559789760841,0.591549295774648,0.820472440944882,0.88,1,0,2
"381","340030172004",0.962485345838218,0.386590453638185,0.413793103448276,0.123094958968347,0.8,0,0,0
"382","340030172005",0.936613844870726,0.485382058471766,0.447831184056272,0.472894078398666,0.84,1,0,2
"383","340030172006",1,0.592725629097484,0.495750708215297,0.378540772532189,0.76,1,1,3
"384","340030173011",0.990441176470588,0.271562913748345,0.449044585987261,0.280882352941176,0.8,0,0,1
"385","340030173012",0.99213630406291,0.82626069495722,0.825242718446602,0.230013106159895,0.72,0,0,0
"386","340030173013",0.949152542372881,0.747809008763965,0.65979381443299,0.0706214689265537,0.68,0,0,1
"387","340030173021",1,0.523693905224379,0.543385490753912,0.0825688073394495,0.68,0,0,0
"388","340030173022",1,0.654685381258475,0.49728555917481,0.427835051546392,0.84,0,0,0
"389","340030173023",1,0.575293698825205,0.586330935251799,0.0926998841251448,0.76,0,0,0
"390","340030174001",1,0.73874904500382,0.679936305732484,0.240786240786241,0.64,0,0,0
"391","340030174002",1,0.683885264458942,0.781088082901554,0.239412273120138,0.8,0,0,0
"392","340030174003",0.957976653696498,0.752236991052036,0.683848797250859,0.409338521400778,0.72,0,0,0
"393","340030174004",0.977142857142857,0.614497542009832,0.590488771466314,0.39265306122449,0.84,0,0,0
"394","340030174005",0.975230007077141,0.60999756000976,0.712244897959184,0.336164189667374,0.8,0,0,0
"395","340030175011",0.950911640953717,0.663497346010616,0.561256544502618,0.673913043478261,0.76,0,0,0
"396","340030175012",0.963793103448276,0.713569145723417,0.628643852978454,0.181896551724138,0.8,0,0,0
"397","340030175013",0.923632610939113,NA,0.672881355932203,0.578947368421053,0.72,0,0,0
"398","340030175014",0.985185185185185,0.45560617757529,0.419087136929461,0.148148148148148,0.8,0,0,0
"399","340030175021",0.904820012202563,0.40999836000656,0.488700564971751,0.477439024390244,0.8,0,0,0
"400","340030175022",0.970375246872943,0.512789948840205,0.700290979631426,0.36405529953917,0.72,0,0,0
"401","340030175023",0.990125673249551,0.49249803000788,0.661268556005398,0.357271095152603,0.72,0,0,0
"402","340030181011",0.769516728624535,NA,0.262528047868362,0.751460435475305,0.72,0,0,0
"403","340030181012",0.69262577532736,0.245479018083928,0.208333333333333,0.751895244658856,0.72,0,0,0
"404","340030181013",0.987261146496815,0.232459070163719,0.111464968152866,0.496815286624204,0.76,0,0,0
"405","340030181014",0.884584980237154,0.121631513473946,0.250655021834061,0.694861660079051,0.8,0,0,0
"406","340030181021",0.707494407158837,0.234923060307759,0.217360114777618,0.591163310961969,0.8,0,0,0
"407","340030181022",0.694419840566873,0.220527117891528,0.119117647058824,0.771479185119575,0.72,0,0,0
"408","340030182001",0.795638126009693,0.214499142003432,0.362264150943396,0.732633279483037,0.8,0,0,0
"409","340030182002",0.817976257772753,0.210583157667369,0.177366702937976,0.784624081401922,0.76,0,0,0
"410","340030182003",0.924488725747247,0.356986572053712,0.453733248245054,0.614053487152596,0.88,0,0,0
"411","340030182004",0.900720576461169,0.317274730901076,0.0981012658227848,0.580464371497198,0.96,0,0,0
"412","340030182005",0.829087048832272,0.270162919348323,0.149171270718232,0.313163481953291,0.76,0,0,0
"413","340030191021",0.834406623735051,0.500145999416002,0.534238124614436,0.797148114075437,0.72,0,0,0
"414","340030191022",0.978196233894945,0.322998708005168,0.573652694610778,0.601585728444004,0.68,0,0,0
"415","340030191031",0.968582375478927,0.287142851428594,0.381849315068493,0.570114942528736,0.68,0,0,0
"416","340030191032",0.921113689095128,0.40749837000652,0.70625,0.824825986078886,0.52,0,0,0
"417","340030191033",0.864583333333333,0.273842904628382,0.666666666666667,0.571180555555556,0.64,0,0,0
"418","340030191034",0.969903463940943,0.332570669717321,0.666111573688593,0.744716351501668,0.64,0,0,0
"419","340030191041",0.836589698046181,0.532853868584526,0.508728179551122,0.811722912966252,0.68,0,0,0
"420","340030191042",0.970824215900802,0.440806236775053,0.614718614718615,0.593727206418672,0.72,0,0,0
"421","340030191043",0.94027149321267,0.403178387286451,0.690677966101695,0.532126696832579,0.72,0,0,0
"422","340030191044",0.947747747747748,0.448074207703169,0.479188900747065,0.841441441441441,0.6,0,0,0
"423","340030192021",0.907276995305164,0.466954132183471,0.737250101999184,0.68562263050452,0.76,0,0,0
"424","340030192031",0.943840579710145,0.213571145715417,0.406287787182588,0.625905797101449,0.72,0,0,0
"425","340030192032",0.924542682926829,0.417998328006688,0.622522522522522,0.459603658536585,0.64,0,0,0
"426","340030192033",0.953926701570681,0.40499838000648,0.705882352941177,0.471204188481675,0.6,0,0,0
"427","340030192041",0.812824956672444,0.113959544161823,0.498837209302326,0.755632582322357,0.84,0,0,0
"428","340030192042",0.898002853067047,0.286490854036584,0.634,0.799572039942939,0.68,0,0,0
"429","340030192043",0.958174904942966,0.4249983000068,0.606986899563319,0.401140684410646,0.76,0,0,0
"430","340030193031",0.800122624156959,0.520749917000332,0.762055335968379,0.672593500919681,0.8,0,0,0
"431","340030193032",0.902593295382669,0.524469902120392,0.616071428571429,0.769765970904491,0.76,0,0,0
"432","340030193033",0.842647058823529,0.276998892004432,0.350574712643678,0.688235294117647,0.68,0,0,0
"433","340030193034",1,0.355886576453694,0.625877632898696,0.610095098756401,0.64,0,0,0
"434","340030193041",0.898785425101215,0.6187495250019,0.623595505617977,0.678137651821862,0.72,0,0,0
"435","340030193042",0.947411668036155,0.660453358186567,0.41852286049238,0.689400164338537,0.76,0,0,0
"436","340030193043",0.872274143302181,0.493526025895896,0.58492975734355,0.539979231568017,0.8,0,0,0
"437","340030193051",0.983564567769477,0.486930052279791,0.697855750487329,0.500960512273212,0.68,0,0,0
"438","340030193052",0.853545394300862,0.780732877068492,0.785974499089253,0.666666666666667,0.72,0,0,0
"439","340030193053",0.981180496150556,0.44125023499906,0.826589595375723,0.153977758768178,0.72,0,0,0
"440","340030193061",0.962646264626463,0.70499718001128,0.647773279352227,0.487398739873987,0.68,0,0,0
"441","340030201001",1,1,0.857142857142857,0.14983164983165,0.4,0,0,0
"442","340030201002",0.970074812967581,0.584165663337347,0.613333333333333,0.367206982543641,0.44,0,0,0
"443","340030201003",0.96551724137931,0.74249703001188,0.695906432748538,0.144984326018809,0.48,0,0,0
"444","340030202001",1,0.794060823756705,0.872638634978672,0.148103309120258,0.52,0,0,0
"445","340030202002",1,0.970996116015536,0.781420765027322,0.279248505550811,0.36,0,0,0
"446","340030202003",1,0.9499962000152,0.797235023041475,0.20386974988202,0.56,0,0,0
"447","340030211011",0.811387900355872,0.176331294674821,0.12263099219621,0.475978647686833,0.84,0,0,0
"448","340030211012",0.903092783505155,NA,0.185483870967742,0.123711340206186,0.72,0,0,0
"449","340030211013",0.676363636363636,0.157067371730513,0.195445920303605,0.336969696969697,0.72,0,0,0
"450","340030211014",0.875879718490083,0.325514697941208,0.278917145200984,0.665387076135637,0.72,0,0,0
"451","340030211021",0.970049916805324,0.352186591253635,0.35871743486974,0.199667221297837,0.72,0,0,0
"452","340030211022",0.816194331983806,0.332818668725325,0.219827586206897,0.0728744939271255,0.68,0,0,0
"453","340030211023",0.897470039946738,0.39499842000632,0.288624787775891,0.271637816245007,0.8,0,0,0
"454","340030212001",0.993171471927162,NA,0.334792122538293,0.474962063732929,0.8,0,0,0
